Z=     0.0000
M                      0.9          1.0          1.2          1.5          1.8          1.9          2.0          2.2          2.5          3.0          3.5          4.0          4.5          5.0          5.5          6.0          6.5          7.0          8.0         10.0         11.0         13.0         15.0         18.0         20.0         25.0         30.0         40.0        100.0        140.0        140.0        150.0        170.0        200.0        270.0        300.0
E                       0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           1.           1.           1.           1.           1.           1.           1.           1.           1.           1.           9.          16.          28.          44.          49.          50.
Mrem                 0.798        0.843        0.902        0.962        1.021        1.056        1.080        1.085        1.090        1.101        1.103        1.105        1.107        1.109        1.110        1.112        1.114        1.116        1.120        1.150        1.500        1.570        1.480        1.650        1.660        1.920        2.070        2.890       10.430       13.199        0.000        0.000        0.000        0.000        0.000        0.000
Ge 73          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.23955E-06  0.21771E-07  0.30496E-07  0.39144E-06  0.72535E-06  0.13970E-05  0.66133E-06
Ge 74          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.28644E-05  0.18943E-06  0.26201E-06  0.41177E-05  0.91566E-05  0.17735E-04  0.26277E-04
Z=     0.0040
M                      0.9          1.0          1.2          1.5          1.8          1.9          2.0          2.2          2.5          3.0          3.5          4.0          4.5          5.0          5.5          6.0          6.5          7.0          8.0         10.0         13.0         15.0         18.0         20.0         25.0         30.0         40.0
E                       0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           0.           1.           1.           1.           1.           1.           1.           1.
Mrem                 0.473        0.610        0.642        0.628        0.630        0.640        0.645        0.664        0.671        0.731        0.814        0.852        0.872        0.905        0.932        0.977        1.022        1.010        1.120        1.150        1.610        1.500        2.143        1.760        1.680        2.560        2.810
H   1          0.00000E+00 -0.81416E-02 -0.14754E-01 -0.21744E-01 -0.37844E-01 -0.49401E-01 -0.51782E-01 -0.10009E+00 -0.14993E+00 -0.16007E+00 -0.94816E-01 -0.16309E+00 -0.26656E+00 -0.42862E+00 -0.42997E+00 -0.55393E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.63742E+01  0.71135E+01  0.79531E+01  0.89473E+01  0.10165E+02  0.10136E+02  0.10290E+02
H   2          0.00000E+00  0.13307E-17  0.24824E-17  0.42415E-17  0.56993E-17  0.66879E-17  0.75850E-17  0.97831E-17  0.11168E-16  0.13017E-16  0.15990E-16  0.17075E-16  0.19350E-16  0.19381E-16  0.21842E-16  0.23262E-16  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10707E-13  0.19922E-13  0.64950E-13  0.88031E-13  0.32313E-15  0.69292E-13  0.26395E-15
He  3          0.00000E+00  0.12318E-03  0.19058E-03  0.28162E-03  0.31909E-03  0.31063E-03  0.30260E-03  0.26589E-03  0.24924E-03  0.24419E-03  0.83302E-04  0.25061E-04  0.31272E-05  0.17582E-05  0.18509E-05  0.14308E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.17028E-03  0.15926E-03  0.18077E-03  0.17538E-03  0.18528E-03  0.18405E-03  0.17993E-03
He  4          0.00000E+00  0.80121E-02  0.14420E-01  0.19480E-01  0.31679E-01  0.39616E-01  0.40437E-01  0.74465E-01  0.11151E+00  0.11744E+00  0.69087E-01  0.12958E+00  0.21593E+00  0.35933E+00  0.38016E+00  0.50312E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.40352E+01  0.49483E+01  0.50555E+01  0.70339E+01  0.84773E+01  0.79202E+01  0.81160E+01
Li  6          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.34402E-16  0.65042E-16  0.92990E-16  0.28946E-15  0.51930E-22  0.22253E-15  0.21353E-19
Li  7          0.00000E+00 -0.23369E-09 -0.50167E-09 -0.97434E-09 -0.13331E-08 -0.16076E-08 -0.17239E-08 -0.21058E-08 -0.28082E-08 -0.42020E-08  0.15819E-07  0.74747E-08 -0.58720E-08 -0.76117E-08 -0.84466E-08 -0.93467E-08  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.31534E-14  0.71972E-13  0.49016E-10  0.15555E-11  0.10197E-12  0.80072E-12  0.47084E-11
Be  9          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10704E-15  0.10772E-15  0.97835E-18  0.55058E-15  0.48829E-23  0.37835E-15  0.60007E-21
B  10          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.25531E-10  0.25541E-10  0.65155E-14  0.29146E-10  0.30872E-10  0.30366E-10  0.65724E-11
B  11          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11501E-09  0.11507E-09  0.31624E-11  0.46029E-07  0.13907E-09  0.13680E-09  0.27970E-10
C  12          0.00000E+00 -0.43033E-04  0.17986E-04  0.17035E-02  0.52782E-02  0.86435E-02  0.10096E-01  0.22866E-01  0.33783E-01  0.37806E-01  0.22848E-01  0.73392E-02  0.32272E-02  0.26620E-02  0.26022E-02  0.12989E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.87832E-01  0.88091E-01  0.15804E+00  0.97400E-01  0.13230E+00  0.18153E+00  0.45833E+00
C  13          0.00000E+00  0.43886E-05  0.65950E-05  0.10048E-04  0.10728E-04  0.11818E-04  0.12701E-04  0.12898E-04  0.14266E-04  0.19892E-04  0.34365E-03  0.16830E-02  0.65773E-03  0.71613E-03  0.67895E-03  0.64443E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.18836E-03  0.20921E-03  0.60272E-03  0.29196E-03  0.38245E-03  0.33907E-03  0.36769E-03
N  14          0.00000E+00  0.49750E-04  0.11964E-03  0.20406E-03  0.30660E-03  0.35764E-03  0.36122E-03  0.45075E-03  0.58337E-03  0.71514E-03  0.10836E-02  0.23045E-01  0.45124E-01  0.64904E-01  0.47760E-01  0.52871E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.90801E-02  0.12942E-01  0.14215E-01  0.18425E-01  0.31484E-01  0.20047E-01  0.25953E-01
N  15          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.68382E-05  0.86986E-05  0.56164E-04  0.27834E-04  0.95265E-04  0.49812E-05  0.50057E-05
O  16          0.00000E+00 -0.49506E-05 -0.43489E-05  0.27870E-04  0.10088E-03  0.12941E-03  0.13807E-03  0.17666E-03  0.72568E-04 -0.78427E-05  0.92748E-04  0.20113E-04 -0.87892E-03 -0.27454E-02 -0.31915E-02 -0.58275E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.38532E+00  0.29224E+00  0.15461E+01  0.99359E+00  0.22006E+01  0.47883E+01  0.79612E+01
O  17          0.00000E+00  0.34190E-06  0.66665E-06  0.17940E-05  0.73289E-05  0.12026E-04  0.11236E-04  0.18055E-04  0.15317E-04  0.17088E-04  0.10548E-04  0.65037E-05  0.95905E-05  0.93489E-05  0.11741E-04  0.91775E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.87529E-04  0.86606E-04  0.10444E-03  0.10382E-03  0.11204E-03  0.12012E-03  0.15866E-03
O  18          0.00000E+00 -0.15011E-06 -0.47831E-06 -0.89341E-06 -0.14506E-05 -0.17796E-05 -0.18208E-05 -0.24359E-05 -0.30691E-05 -0.38952E-05 -0.10102E-04 -0.13544E-04 -0.15610E-04 -0.17636E-04 -0.19662E-04 -0.21642E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.19507E-02  0.96800E-03  0.11442E-03  0.12800E-02  0.84764E-03  0.43477E-04  0.83695E-03
F  19          0.00000E+00 -0.29012E-09  0.19616E-08  0.48430E-07  0.23712E-06  0.59617E-06  0.81611E-06  0.40277E-05  0.87336E-05  0.11318E-04  0.30721E-05  0.21534E-05  0.54256E-06  0.22593E-06  0.77480E-07 -0.23378E-06  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.19770E-05  0.21339E-05  0.13849E-04  0.53618E-05  0.85010E-04  0.11580E-04  0.10409E-05
Ne 20          0.00000E+00 -0.15178E-07 -0.64640E-07 -0.40286E-06 -0.63423E-06 -0.24133E-06  0.24389E-06  0.13469E-04  0.40012E-04  0.52384E-04  0.10788E-04  0.11119E-04  0.23666E-04  0.44702E-04  0.17543E-04  0.44893E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.13173E+00  0.12447E+00  0.13963E+00  0.27719E+00  0.81981E+00  0.93688E+00  0.18780E+01
Ne 21          0.00000E+00  0.10991E-07  0.12173E-07  0.20922E-07  0.39713E-07  0.71220E-07  0.81581E-07  0.56583E-06  0.17084E-05  0.47510E-05  0.28196E-05  0.15660E-05 -0.22326E-05 -0.24739E-05 -0.31223E-05 -0.36335E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.18455E-03  0.14258E-03  0.39163E-03  0.25821E-03  0.38254E-03  0.72114E-03  0.11736E-02
Ne 22          0.00000E+00 -0.17122E-06  0.15068E-05  0.35243E-04  0.14074E-03  0.31540E-03  0.41602E-03  0.17728E-02  0.35418E-02  0.35691E-02  0.10872E-02  0.11010E-02  0.19652E-02  0.26922E-02  0.13856E-02  0.10976E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10475E-02  0.75428E-03  0.40165E-02  0.21643E-02  0.45700E-02  0.61814E-02  0.28743E-02
Na 23          0.00000E+00  0.18413E-06  0.37807E-06  0.14316E-05  0.39035E-05  0.62525E-05  0.71221E-05  0.27758E-04  0.64845E-04  0.44656E-04  0.18266E-04  0.26910E-04  0.45625E-04  0.74906E-04  0.46405E-04  0.14810E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.14977E-02  0.81892E-03  0.43445E-03  0.40688E-02  0.62494E-02  0.14082E-01  0.26076E-01
Mg 24          0.00000E+00  0.24738E-09 -0.28303E-08  0.40905E-07  0.90142E-07  0.16944E-06  0.23169E-06  0.18550E-05  0.60036E-05 -0.20011E-05 -0.79526E-05 -0.74628E-05 -0.14342E-04 -0.72437E-04 -0.11553E-03 -0.44070E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.43808E-01  0.74567E-01  0.11214E+00  0.96538E-01  0.23285E+00  0.21815E+00  0.37900E+00
Mg 25          0.00000E+00 -0.17405E-07 -0.30591E-07 -0.70877E-07  0.76133E-07  0.54831E-06  0.10217E-05  0.10952E-04  0.34022E-04  0.10918E-03  0.86701E-04  0.13111E-03  0.22622E-03  0.45306E-03  0.32563E-03  0.64338E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.13777E-02  0.19456E-02  0.27983E-02  0.21999E-02  0.60388E-02  0.70863E-02  0.11984E-01
Mg 26          0.00000E+00  0.16736E-07  0.24244E-07 -0.80744E-08 -0.38854E-07 -0.46440E-07 -0.58250E-07  0.11618E-05  0.57829E-05  0.44348E-04  0.60037E-04  0.12053E-03  0.21647E-03  0.49174E-03  0.26885E-03  0.40692E-03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.12428E-02  0.19316E-02  0.13969E-02  0.18844E-02  0.67117E-02  0.70831E-02  0.13344E-01
Al 27          0.00000E+00  0.17576E-08  0.29972E-07  0.18694E-06  0.45811E-06  0.72347E-06  0.86104E-06  0.16611E-05  0.25015E-05  0.60064E-05  0.79837E-05  0.77783E-05  0.12195E-04  0.20441E-04  0.11091E-04  0.25920E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.22064E-02  0.33062E-02  0.52231E-02  0.51332E-02  0.11231E-01  0.16850E-01  0.30399E-01
Si 28          0.00000E+00 -0.10914E-10  0.61118E-09  0.49477E-08  0.10710E-07  0.13984E-07  0.14355E-07 -0.45708E-07 -0.17157E-06  0.22876E-06  0.47933E-05  0.85066E-05  0.14929E-04  0.27051E-04  0.18287E-04  0.21666E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.61055E-01  0.10287E+00  0.21586E+00  0.12375E+00  0.11857E+00  0.39517E+00  0.52310E+00
Si 29          0.00000E+00 -0.86402E-11  0.12278E-10  0.14402E-08  0.87339E-08  0.20856E-07  0.30142E-07  0.16923E-06  0.40400E-06  0.11801E-05  0.14981E-05  0.24447E-05  0.41593E-05  0.72942E-05  0.49928E-05  0.56424E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.54054E-03  0.11217E-02  0.18264E-02  0.12713E-02  0.19309E-02  0.33727E-02  0.45465E-02
Si 30          0.00000E+00 -0.29559E-11  0.46953E-09  0.66593E-08  0.27123E-07  0.57295E-07  0.78408E-07  0.40069E-06  0.95681E-06  0.29652E-05  0.33057E-05  0.52811E-05  0.87966E-05  0.15619E-04  0.10571E-04  0.12749E-04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.65615E-03  0.12871E-02  0.21390E-02  0.16052E-02  0.15759E-02  0.48191E-02  0.65024E-02
P  31          0.00000E+00  0.90381E-11  0.75147E-10  0.10275E-08  0.36575E-08  0.73280E-08  0.95162E-08  0.43932E-07  0.10715E-06  0.43358E-06  0.65740E-06  0.12621E-05  0.22421E-05  0.45533E-05  0.30033E-05  0.39349E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.15027E-03  0.27414E-03  0.48218E-03  0.38663E-03  0.38627E-03  0.10175E-02  0.14810E-02
S  32          0.00000E+00 -0.83674E-10 -0.51296E-09 -0.72978E-08 -0.30057E-07 -0.63519E-07 -0.86315E-07 -0.41031E-06 -0.93941E-06 -0.26053E-05 -0.24586E-05 -0.33924E-05 -0.53008E-05 -0.77900E-05 -0.52919E-05 -0.54838E-05  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.26756E-01  0.34389E-01  0.11816E+00  0.51485E-01  0.34764E-01  0.18965E+00  0.22580E+00
S  33          0.00000E+00 -0.56843E-13  0.13438E-09  0.23197E-08  0.86706E-08  0.17043E-07  0.22129E-07  0.68978E-07  0.11759E-06  0.12554E-06  0.52454E-07  0.46803E-07  0.56006E-07  0.59078E-07  0.43562E-07  0.40902E-07  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.90896E-04  0.18304E-03  0.21227E-03  0.18871E-03  0.16620E-03  0.43437E-03  0.45535E-03
S  34          0.00000E+00  0.81855E-11 -0.78217E-10  0.25466E-10  0.29104E-10  0.16007E-09  0.30923E-09  0.35725E-08  0.95970E-08  0.31156E-07  0.24804E-07  0.34430E-07  0.50641E-07  0.10460E-06  0.64232E-07  0.95373E-07  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.42709E-03  0.95623E-03  0.83115E-03  0.91196E-03  0.72238E-03  0.20287E-02  0.23498E-02
S  36          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.71023E-06  0.99102E-06  0.12276E-05  0.13594E-05  0.26759E-05  0.60951E-05  0.11926E-04
Cl 35          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.26568E-04  0.52073E-04  0.58721E-04  0.54581E-04  0.53003E-04  0.12301E-03  0.15606E-03
Cl 37          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10145E-04  0.16508E-04  0.25166E-04  0.20497E-04  0.30298E-04  0.77913E-04  0.11322E-03
Ar 36          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.45033E-02  0.43106E-02  0.21851E-01  0.79910E-02  0.47304E-02  0.30872E-01  0.34769E-01
Ar 38          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.16582E-03  0.49439E-03  0.34752E-03  0.30641E-03  0.26734E-03  0.97682E-03  0.11367E-02
Ar 40          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.22970E-06  0.37353E-06  0.15388E-06  0.32994E-06  0.35687E-06  0.92531E-06  0.11455E-05
K  39          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.17814E-04  0.31993E-04  0.41646E-04  0.31210E-04  0.26353E-04  0.10236E-03  0.99326E-04
K  40          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.77846E-08  0.91302E-08  0.14941E-07  0.18501E-07  0.33426E-07  0.79115E-07  0.74111E-07
K  41          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.18726E-05  0.24603E-05  0.52742E-05  0.31343E-05  0.34313E-05  0.12954E-04  0.13488E-04
Ca 40          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.39134E-02  0.30805E-02  0.19997E-01  0.64954E-02  0.37699E-02  0.25876E-01  0.28255E-01
Ca 42          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.41554E-05  0.95919E-05  0.97564E-05  0.73079E-05  0.60039E-05  0.26526E-04  0.29842E-04
Ca 43          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.34089E-06  0.36023E-06  0.38025E-06  0.52320E-06  0.79463E-06  0.98851E-06  0.14257E-05
Ca 44          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.20677E-04  0.23011E-04  0.10576E-04  0.20883E-04  0.26508E-04  0.15147E-04  0.18798E-04
Ca 46          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.73666E-07  0.11807E-06  0.77857E-07  0.10982E-06  0.12752E-06  0.19700E-06  0.32375E-06
Ca 48          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.32198E-06  0.40234E-06  0.40141E-06  0.50178E-06  0.61884E-06  0.64773E-06  0.78011E-06
Sc 45          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.21635E-06  0.24785E-06  0.43806E-06  0.36083E-06  0.53006E-06  0.10941E-05  0.16409E-05
Ti 46          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.51562E-05  0.60947E-05  0.41254E-05  0.35357E-05  0.51436E-05  0.12223E-04  0.13963E-04
Ti 47          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.54004E-05  0.34032E-05  0.75791E-06  0.13350E-05  0.64590E-05  0.14566E-05  0.20435E-05
Ti 48          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.81742E-04  0.74119E-04  0.24870E-03  0.11395E-03  0.89411E-04  0.23332E-03  0.26846E-03
Ti 49          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.34907E-05  0.28070E-05  0.12332E-04  0.51946E-05  0.40870E-05  0.13564E-04  0.17194E-04
Ti 50          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.58472E-06  0.56067E-06  0.10359E-05  0.10753E-05  0.22517E-05  0.41032E-05  0.77005E-05
V  50          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.46114E-08  0.49437E-08  0.18622E-07  0.10117E-07  0.19841E-07  0.53756E-07  0.96774E-07
V  51          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.13091E-04  0.95561E-05  0.15679E-04  0.80130E-05  0.14065E-04  0.17686E-04  0.22039E-04
Cr 50          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.17470E-04  0.27079E-04  0.51462E-04  0.30580E-04  0.24656E-04  0.85594E-04  0.12076E-03
Cr 52          0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11050E-02  0.96312E-03  0.38922E-02  0.16565E-02  0.12420E-02  0.37296E-02  0.40748E-02
